1,7000.     3,3894361      -0,5175137
1,7100.     3,3841677      -0,5360614
1,7200.     3,3787172      -0,5539166
1,7300.     3,3730917      -0,5710687
1,7400.     3,3672982      -0,5875075
1,7500.     3,3613440      -0,6032239
1,7600.     3,3552362      -0,6182094
1,7700.     3,3489822      -0,6324560
1,7800.     3,3425896      -0,6459568
1,7900.     3,3360656      -0,6587055
1,8000.     3,3294180      -0,6706965
1,8100.     3,3226542      -0,6819251
1,8200.     3,3157820      -0,6923873
1,8300.     3,3088090      -0,7020798
1,8400.     3,3017430      -0,7110002
1,8500.     3,2945916      -0,7191467
1,8600.     3,2873626      -0,7265185
1,8700.     3,2800638      -0,7331153
1,8800.     3,2727029      -0,7389378
1,8900.     3,2652877      -0,7439874
1,9000.     3,2578257      -0,7482660
1,9100.     3,2503249      -0,7517767
1,9200.     3,2427928      -0,7545231
1,9300.     3,2352370      -0,7565094
1,9400.     3,2276651      -0,7577409
1,9500.     3,2200846      -0,7582232
1,9600.     3,2125031      -0,7579630
1,9700.     3,2049278      -0,7569675
1,9800.     3,1973662      -0,7552445
1,9900.     3,1898253      -0,7528027
2,0000.     3,1823125      -0,7496512
2,0100.     3,1748347      -0,7458001
2,0200.     3,1673988      -0,7412597
2,0300.     3,1600117      -0,7360413
2,0400.     3,1526802      -0,7301565
2,0500.     3,1454108      -0,7236177
2,0600.     3,1382100      -0,7164376
2,0700.     3,1310841      -0,7086298
2,0800.     3,1240394      -0,7002080
2,0900.     3,1170819      -0,6911867
2,1000.     3,1102176      -0,6815808
2,1100.     3,1034522      -0,6714055
2,1200.     3,0967914      -0,6606767
2,1300.     3,0902405      -0,6494104
2,1400.     3,0838049      -0,6376232
2,1500.     3,0774897      -0,6253319
2,1600.     3,0712999      -0,6125539
2,1700.     3,0652402      -0,5993067
2,1800.     3,0593152      -0,5856080
2,1900.     3,0535295      -0,5714760
2,2000.     3,0478871      -0,5569289
2,2100.     3,0423922      -0,5419855
2,2200.     3,0370487      -0,5266643
2,2300.     3,0318601      -0,5109843
2,2400.     3,0268301      -0,4949646
2,2500.     3,0219619      -0,4786244
2,2600.     3,0172586      -0,4619830
2,2700.     3,0127232      -0,4450597
2,2800.     3,0083583      -0,4278740
2,2900.     3,0041665      -0,4104454
2,3000.     3,0001501      -0,3927934
2,3100.     2,9963113      -0,3749375
2,3200.     2,9926520      -0,3568971
2,3300.     2,9891739      -0,3386918
2,3400.     2,9858787      -0,3203408
2,3500.     2,9827675      -0,3018636
2,3600.     2,9798417      -0,2832793
2,3700.     2,9771022      -0,2646070
2,3800.     2,9745498      -0,2458658
2,3900.     2,9721851      -0,2270744
2,4000.     2,9700084      -0,2082515
2,4100.     2,9680201      -0,1894156
2,4200.     2,9662201      -0,1705850
2,4300.     2,9646083      -0,1517779
2,4400.     2,9631844      -0,1330121
2,4500.     2,9619479      -0,1143052
2,4600.     2,9608981      -0,0956747
2,4700.     2,9600341      -0,0771377
2,4800.     2,9593549      -0,0587111
2,4900.     2,9588594      -0,0404115
2,5000.     2,9585462      -0,0222552
2,5100.     2,9584138      -0,0042582
2,5200.     2,9584605      0,0135638 
2,5300.     2,9586844      0,0311955 
2,5400.     2,9590837      0,0486218 
2,5500.     2,9596561      0,0658280 
2,5600.     2,9603995      0,0827998 
2,5700.     2,9613113      0,0995233 
2,5800.     2,9623891      0,1159848 
2,5900.     2,9636301      0,1321711 
2,6000.     2,9650315      0,1480694 
2,6100.     2,9665905      0,1636672 
2,6200.     2,9683038      0,1789526 
2,6300.     2,9701685      0,1939137 
2,6400.     2,9721810      0,2085396 
2,6500.     2,9743381      0,2228192 
2,6600.     2,9766362      0,2367423 
2,6700.     2,9790717      0,2502990 
2,6800.     2,9816409      0,2634797 
2,6900.     2,9843400      0,2762753 
2,7000.     2,9871651      0,2886774 
2,7100.     2,9901122      0,3006776 
2,7200.     2,9931773      0,3122682 
2,7300.     2,9963562      0,3234422 
2,7400.     2,9996447      0,3341925 
2,7500.     3,0030386      0,3445130 
2,7600.     3,0065335      0,3543978 
2,7700.     3,0101251      0,3638415 
2,7800.     3,0138089      0,3728391 
2,7900.     3,0175804      0,3813863 
2,8000.     3,0214351      0,3894790 
2,8100.     3,0253684      0,3971138 
2,8200.     3,0293758      0,4042877 
2,8300.     3,0334527      0,4109981 
2,8400.     3,0375942      0,4172429 
2,8500.     3,0417960      0,4230205 
2,8600.     3,0460531      0,4283298 
2,8700.     3,0503610      0,4331701 
2,8800.     3,0547149      0,4375412 
2,8900.     3,0591102      0,4414434 
2,9000.     3,0635422      0,4448774 
2,9100.     3,0680062      0,4478443 
2,9200.     3,0724976      0,4503457 
2,9300.     3,0770116      0,4523838 
2,9400.     3,0815437      0,4539610 
2,9500.     3,0860893      0,4550801 
2,9600.     3,0906438      0,4557447 
2,9700.     3,0952027      0,4559584 
2,9800.     3,0997615      0,4557254 
2,9900.     3,1043157      0,4550504 
3,0000.     3,1088610      0,4539382 
3,0100.     3,1133931      0,4523943 
3,0200.     3,1179075      0,4504243 
3,0300.     3,1224001      0,4480345 
3,0400.     3,1268668      0,4452312 
3,0500.     3,1313034      0,4420213 
3,0600.     3,1357059      0,4384119 
3,0700.     3,1400703      0,4344106 
3,0800.     3,1443928      0,4300250 
3,0900.     3,1486696      0,4252634 
3,1000.     3,1528969      0,4201341 
3,1100.     3,1570711      0,4146458 
3,1200.     3,1611886      0,4088075 
3,1300.     3,1652461      0,4026283 
3,1400.     3,1692401      0,3961178 
3,1500.     3,1731674      0,3892855 
3,1600.     3,1770248      0,3821415 
3,1700.     3,1808092      0,3746957 
3,1800.     3,1845177      0,3669587 
3,1900.     3,1881474      0,3589408 
3,2000.     3,1916956      0,3506527 
3,2100.     3,1951596      0,3421053 
3,2200.     3,1985369      0,3333095 
3,2300.     3,2018250      0,3242764 
3,2400.     3,2050217      0,3150173 
3,2500.     3,2081246      0,3055434 
3,2600.     3,2111319      0,2958663 
3,2700.     3,2140413      0,2859973 
3,2800.     3,2168512      0,2759482 
3,2900.     3,2195597      0,2657305 
3,3000.     3,2221653      0,2553558 
3,3100.     3,2246664      0,2448360 
3,3200.     3,2270616      0,2341827 
3,3300.     3,2293496      0,2234077 
3,3400.     3,2315294      0,2125226 
3,3500.     3,2335997      0,2015393 
3,3600.     3,2355599      0,1904694 
3,3700.     3,2374089      0,1793246 
3,3800.     3,2391461      0,1681164 
3,3900.     3,2407710      0,1568564 
3,4000.     3,2422831      0,1455562 
3,4100.     3,2436821      0,1342270 
3,4200.     3,2449676      0,1228802 
3,4300.     3,2461396      0,1115270 
3,4400.     3,2471982      0,1001786 
3,4500.     3,2481433      0,0888458 
3,4600.     3,2489752      0,0775396 
3,4700.     3,2496942      0,0662706 
3,4800.     3,2503007      0,0550494 
3,4900.     3,2507954      0,0438865 
3,5000.     3,2511787      0,0327921 
3,5100.     3,2514515      0,0217762 
3,5200.     3,2516145      0,0108488 
3,5300.     3,2516688      0,0000197 
3,5400.     3,2516153      -0,0107018
3,5500.     3,2514551      -0,0213061
3,5600.     3,2511896      -0,0317843
3,5700.     3,2508199      -0,0421274
3,5800.     3,2503475      -0,0523267
3,5900.     3,2497739      -0,0623738
3,6000.     3,2491006      -0,0722603
3,6100.     3,2483292      -0,0819784
3,6200.     3,2474616      -0,0915202
3,6300.     3,2464994      -0,1008782
3,6400.     3,2454447      -0,1100452
3,6500.     3,2442992      -0,1190142
3,6600.     3,2430650      -0,1277783
3,6700.     3,2417443      -0,1363312
3,6800.     3,2403392      -0,1446666
3,6900.     3,2388517      -0,1527785
3,7000.     3,2372843      -0,1606613
3,7100.     3,2356393      -0,1683096
3,7200.     3,2339190      -0,1757182
3,7300.     3,2321257      -0,1828824
3,7400.     3,2302621      -0,1897975
3,7500.     3,2283306      -0,1964592
3,7600.     3,2263338      -0,2028637
3,7700.     3,2242742      -0,2090071
3,7800.     3,2221545      -0,2148861
3,7900.     3,2199774      -0,2204975
3,8000.     3,2177455      -0,2258386
3,8100.     3,2154615      -0,2309067
3,8200.     3,2131283      -0,2356996
3,8300.     3,2107485      -0,2402154
3,8400.     3,2083249      -0,2444524
3,8500.     3,2058604      -0,2484091
3,8600.     3,2033577      -0,2520845
3,8700.     3,2008196      -0,2554778
3,8800.     3,1982490      -0,2585884
3,8900.     3,1956488      -0,2614160
3,9000.     3,1930217      -0,2639607
3,9100.     3,1903705      -0,2662229
3,9200.     3,1876982      -0,2682029
3,9300.     3,1850074      -0,2699018
3,9400.     3,1823010      -0,2713206
3,9500.     3,1795819      -0,2724607
3,9600.     3,1768528      -0,2733237
3,9700.     3,1741164      -0,2739115
3,9800.     3,1713754      -0,2742262
3,9900.     3,1686327      -0,2742703
4,0000.     3,1658909      -0,2740464
4,0100.     3,1631527      -0,2735572
4,0200.     3,1604207      -0,2728060
4,0300.     3,1576974      -0,2717961
4,0400.     3,1549856      -0,2705310
4,0500.     3,1522876      -0,2690144
4,0600.     3,1496061      -0,2672504
4,0700.     3,1469435      -0,2652430
4,0800.     3,1443021      -0,2629968
4,0900.     3,1416843      -0,2605162
4,1000.     3,1390925      -0,2578061
4,1100.     3,1365289      -0,2548713
4,1200.     3,1339958      -0,2517169
4,1300.     3,1314953      -0,2483482
4,1400.     3,1290295      -0,2447707
4,1500.     3,1266006      -0,2409899
4,1600.     3,1242104      -0,2370115
4,1700.     3,1218610      -0,2328414
4,1800.     3,1195542      -0,2284856
4,1900.     3,1172919      -0,2239501
4,2000.     3,1150758      -0,2192413
4,2100.     3,1129076      -0,2143654
4,2200.     3,1107890      -0,2093289
4,2300.     3,1087215      -0,2041383
4,2400.     3,1067067      -0,1988002
4,2500.     3,1047460      -0,1933213
4,2600.     3,1028407      -0,1877084
4,2700.     3,1009922      -0,1819682
4,2800.     3,0992018      -0,1761077
4,2900.     3,0974705      -0,1701338
4,3000.     3,0957995      -0,1640534
4,3100.     3,0941897      -0,1578736
4,3200.     3,0926423      -0,1516013
4,3300.     3,0911580      -0,1452437
4,3400.     3,0897377      -0,1388077
4,3500.     3,0883821      -0,1323005
4,3600.     3,0870919      -0,1257290
4,3700.     3,0858677      -0,1191005
4,3800.     3,0847100      -0,1124218
4,3900.     3,0836194      -0,1057000
4,4000.     3,0825962      -0,0989421
4,4100.     3,0816407      -0,0921551
4,4200.     3,0807531      -0,0853458
4,4300.     3,0799338      -0,0785211
4,4400.     3,0791827      -0,0716878
4,4500.     3,0785000      -0,0648527
4,4600.     3,0778857      -0,0580224
4,4700.     3,0773395      -0,0512036
4,4800.     3,0768615      -0,0444027
4,4900.     3,0764514      -0,0376263
4,5000.     3,0761089      -0,0308806
4,5100.     3,0758337      -0,0241720
4,5200.     3,0756253      -0,0175066
4,5300.     3,0754834      -0,0108905
4,5400.     3,0754073      -0,0043296
4,5500.     3,0753966      0,0021703 
4,5600.     3,0754505      0,0086033 
4,5700.     3,0755684      0,0149640 
4,5800.     3,0757495      0,0212468 
4,5900.     3,0759931      0,0274464 
4,6000.     3,0762982      0,0335575 
4,6100.     3,0766639      0,0395752 
4,6200.     3,0770893      0,0454945 
4,6300.     3,0775735      0,0513105 
4,6400.     3,0781152      0,0570187 
4,6500.     3,0787135      0,0626146 
4,6600.     3,0793671      0,0680938 
4,6700.     3,0800749      0,0734522 
4,6800.     3,0808357      0,0786856 
4,6900.     3,0816482      0,0837904 
4,7000.     3,0825111      0,0887627 
4,7100.     3,0834230      0,0935990 
4,7200.     3,0843826      0,0982960 
4,7300.     3,0853885      0,1028505 
4,7400.     3,0864391      0,1072595 
4,7500.     3,0875332      0,1115201 
4,7600.     3,0886690      0,1156296 
4,7700.     3,0898452      0,1195854 
4,7800.     3,0910602      0,1233854 
4,7900.     3,0923124      0,1270273 
4,8000.     3,0936002      0,1305091 
4,8100.     3,0949221      0,1338290 
4,8200.     3,0962763      0,1369855 
4,8300.     3,0976612      0,1399769 
4,8400.     3,0990752      0,1428021 
4,8500.     3,1005167      0,1454599 
4,8600.     3,1019839      0,1479494 
4,8700.     3,1034751      0,1502699 
4,8800.     3,1049887      0,1524207 
4,8900.     3,1065230      0,1544015 
4,9000.     3,1080762      0,1562119 
4,9100.     3,1096466      0,1578519 
4,9200.     3,1112326      0,1593217 
4,9300.     3,1128325      0,1606213 
4,9400.     3,1144445      0,1617514 
4,9500.     3,1160670      0,1627123 
4,9600.     3,1176982      0,1635050 
4,9700.     3,1193365      0,1641302 
4,9800.     3,1209802      0,1645891 
4,9900.     3,1226277      0,1648827 
5,0000.     3,1242774      0,1650126 
