0,0000.     3,1415900      -2,0000000
0,0100.     3,1216929      -1,9791250
0,0200.     3,1020132      -1,9565265
0,0300.     3,0825680      -1,9322448
0,0400.     3,0633738      -1,9063221
0,0500.     3,0444469      -1,8788025
0,0600.     3,0258029      -1,8497315
0,0700.     3,0074573      -1,8191566
0,0800.     2,9894247      -1,7871263
0,0900.     2,9717194      -1,7536906
0,1000.     2,9543554      -1,7189007
0,1100.     2,9373458      -1,6828085
0,1200.     2,9207034      -1,6454671
0,1300.     2,9044404      -1,6069303
0,1400.     2,8885686      -1,5672524
0,1500.     2,8730990      -1,5264883
0,1600.     2,8580422      -1,4846932
0,1700.     2,8434084      -1,4419228
0,1800.     2,8292068      -1,3982327
0,1900.     2,8154466      -1,3536786
0,2000.     2,8021360      -1,3083163
0,2100.     2,7892828      -1,2622011
0,2200.     2,7768943      -1,2153885
0,2300.     2,7649771      -1,1679335
0,2400.     2,7535375      -1,1198905
0,2500.     2,7425811      -1,0713137
0,2600.     2,7321129      -1,0222568
0,2700.     2,7221374      -0,9727726
0,2800.     2,7126587      -0,9229136
0,2900.     2,7036802      -0,8727316
0,3000.     2,6952049      -0,8222773
0,3100.     2,6872354      -0,7716011
0,3200.     2,6797735      -0,7207524
0,3300.     2,6728208      -0,6697799
0,3400.     2,6663782      -0,6187312
0,3500.     2,6604462      -0,5676535
0,3600.     2,6550250      -0,5165929
0,3700.     2,6501142      -0,4655946
0,3800.     2,6457128      -0,4147030
0,3900.     2,6418196      -0,3639618
0,4000.     2,6384329      -0,3134137
0,4100.     2,6355505      -0,2631005
0,4200.     2,6331700      -0,2130633
0,4300.     2,6312882      -0,1633423
0,4400.     2,6299019      -0,1139769
0,4500.     2,6290074      -0,0650058
0,4600.     2,6286004      -0,0164665
0,4700.     2,6286765      0,0316037 
0,4800.     2,6292308      0,0791688 
0,4900.     2,6302581      0,1261932 
0,5000.     2,6317527      0,1726423 
0,5100.     2,6337089      0,2184821 
0,5200.     2,6361202      0,2636795 
0,5300.     2,6389802      0,3082019 
0,5400.     2,6422819      0,3520178 
0,5500.     2,6460181      0,3950960 
0,5600.     2,6501813      0,4374063 
0,5700.     2,6547636      0,4789192 
0,5800.     2,6597569      0,5196058 
0,5900.     2,6651528      0,5594382 
0,6000.     2,6709427      0,5983890 
0,6100.     2,6771176      0,6364317 
0,6200.     2,6836682      0,6735404 
0,6300.     2,6905852      0,7096902 
0,6400.     2,6978588      0,7448568 
0,6500.     2,7054790      0,7790169 
0,6600.     2,7134357      0,8121479 
0,6700.     2,7217184      0,8442281 
0,6800.     2,7303167      0,8752366 
0,6900.     2,7392195      0,9051536 
0,7000.     2,7484160      0,9339599 
0,7100.     2,7578950      0,9616376 
0,7200.     2,7676450      0,9881695 
0,7300.     2,7776545      1,0135395 
0,7400.     2,7879118      1,0377326 
0,7500.     2,7984052      1,0607348 
0,7600.     2,8091225      1,0825332 
0,7700.     2,8200518      1,1031160 
0,7800.     2,8311807      1,1224724 
0,7900.     2,8424971      1,1405930 
0,8000.     2,8539885      1,1574695 
0,8100.     2,8656423      1,1730947 
0,8200.     2,8774462      1,1874628 
0,8300.     2,8893874      1,2005691 
0,8400.     2,9014533      1,2124102 
0,8500.     2,9136314      1,2229842 
0,8600.     2,9259088      1,2322901 
0,8700.     2,9382729      1,2403286 
0,8800.     2,9507111      1,2471015 
0,8900.     2,9632108      1,2526118 
0,9000.     2,9757592      1,2568641 
0,9100.     2,9883439      1,2598643 
0,9200.     3,0009523      1,2616193 
0,9300.     3,0135721      1,2621377 
0,9400.     3,0261910      1,2614291 
0,9500.     3,0387967      1,2595046 
0,9600.     3,0513771      1,2563764 
0,9700.     3,0639202      1,2520581 
0,9800.     3,0764143      1,2465644 
0,9900.     3,0888476      1,2399112 
1,0000.     3,1012087      1,2321158 
1,0100.     3,1134862      1,2231964 
1,0200.     3,1256690      1,2131723 
1,0300.     3,1377460      1,2020640 
1,0400.     3,1497067      1,1898930 
1,0500.     3,1615404      1,1766818 
1,0600.     3,1732369      1,1624539 
1,0700.     3,1847862      1,1472335 
1,0800.     3,1961784      1,1310458 
1,0900.     3,2074040      1,1139169 
1,1000.     3,2184537      1,0958737 
1,1100.     3,2293185      1,0769435 
1,1200.     3,2399897      1,0571545 
1,1300.     3,2504588      1,0365357 
1,1400.     3,2607177      1,0151163 
1,1500.     3,2707586      0,9929263 
1,1600.     3,2805738      0,9699961 
1,1700.     3,2901561      0,9463563 
1,1800.     3,2994987      0,9220383 
1,1900.     3,3085947      0,8970736 
1,2000.     3,3174381      0,8714938 
1,2100.     3,3260227      0,8453311 
1,2200.     3,3343429      0,8186176 
1,2300.     3,3423933      0,7913857 
1,2400.     3,3501690      0,7636678 
1,2500.     3,3576651      0,7354965 
1,2600.     3,3648775      0,7069044 
1,2700.     3,3718019      0,6779239 
1,2800.     3,3784348      0,6485876 
1,2900.     3,3847726      0,6189277 
1,3000.     3,3908124      0,5889767 
1,3100.     3,3965513      0,5587666 
1,3200.     3,4019869      0,5283293 
1,3300.     3,4071172      0,4976966 
1,3400.     3,4119403      0,4668999 
1,3500.     3,4164548      0,4359705 
1,3600.     3,4206594      0,4049393 
1,3700.     3,4245533      0,3738369 
1,3800.     3,4281360      0,3426936 
1,3900.     3,4314072      0,3115393 
1,4000.     3,4343668      0,2804036 
1,4100.     3,4370154      0,2493157 
1,4200.     3,4393534      0,2183043 
1,4300.     3,4413818      0,1873978 
1,4400.     3,4431018      0,1566241 
1,4500.     3,4445148      0,1260105 
1,4600.     3,4456226      0,0955842 
1,4700.     3,4464272      0,0653716 
1,4800.     3,4469309      0,0353988 
1,4900.     3,4471361      0,0056913 
1,5000.     3,4470457      -0,0237260
1,5100.     3,4466626      -0,0528284
1,5200.     3,4459902      -0,0815921
1,5300.     3,4450320      -0,1099936
1,5400.     3,4437916      -0,1380101
1,5500.     3,4422731      -0,1656192
1,5600.     3,4404807      -0,1927992
1,5700.     3,4384187      -0,2195288
1,5800.     3,4360917      -0,2457877
1,5900.     3,4335045      -0,2715556
1,6000.     3,4306623      -0,2968134
1,6100.     3,4275700      -0,3215421
1,6200.     3,4242333      -0,3457237
1,6300.     3,4206575      -0,3693406
1,6400.     3,4168484      -0,3923760
1,6500.     3,4128119      -0,4148136
1,6600.     3,4085542      -0,4366378
1,6700.     3,4040813      -0,4578339
1,6800.     3,3993996      -0,4783874
1,6900.     3,3945157      -0,4982850
